EPCI 2017;libellé;année;patients ayant consommé au moins un remboursement de soins au régime agricole
247103864;CC du Canton de Semur-en-Brionnais;2017;730
247104094;CC Sud Côte Chalonnaise;2017;1400
247200090;CC de Sablé-sur-Sarthe;2017;2318
247200132;CU Le Mans Métropole;2017;6591
247200348;CC du Pays Fléchois;2017;2279
247200421;CC du Sud Est du Pays Manceau;2017;939
247200447;CC Orée de Bercé - Belinois;2017;1145
247200629;CC du Val de Sarthe;2017;1667
247200686;CC du Pays de l'huisne Sarthoise;2017;2477
247300015;CC des Vallées d'Aigueblanche;2017;264
247300254;CC Maison de l'Intercommunalité de Haute-Tarentaise;2017;483
247300262;CC de Yenne;2017;686
247300361;CC du Canton de la Chambre;2017;249
247300452;CC Maurienne Galibier;2017;97
247300528;CC Val Guiers;2017;673
247300668;CC du Lac d'Aiguebelette (Ccla);2017;384
247300676;CC Porte de Maurienne;2017;233
247300817;CC Les Versants d'Aime;2017;486
247400047;CC de la Vallée Verte;2017;379
247400112;CC du Pays de Cruseilles;2017;911
247400567;CC Fier et Usses;2017;595
247400583;CC Arve et Salève;2017;885
247400617;CC des Vallées de Thônes;2017;1518
247400666;CC des Quatre Rivières;2017;592
247400682;CC du Haut-Chablais;2017;537
247400690;CC du Genevois;2017;1173
247400724;CC du Pays Rochois;2017;825
247400740;CC du Canton de Rumilly;2017;1384
247400773;CC des Sources du Lac d'Annecy;2017;486
247600497;CC du Canton de Criquetot-l'Esneval;2017;987
247600505;CC Campagne-De-Caux;2017;1080
247600539;CC Caux Estuaire;2017;717
247600588;CC des Villes Soeurs;2017;1235
247600596;CA Havraise (Co.D.A.H.);2017;1472
247600604;CC de Londinières;2017;881
247600620;CC de la Région d'Yvetot;2017;1486
247600646;CC Caux - Austreberthe;2017;703
247600729;CC Falaises du Talou;2017;1508
247600786;CA de la Région Dieppoise;2017;1054
247700024;CC du Pays Fertois;2017;806
247700032;CC Moret Seine et Loing;2017;837
247700057;CA Melun Val de Seine;2017;1416
247700065;CC du Pays de l'Ourcq;2017;725
247700107;CC Pays de Montereau;2017;829
247700339;CA Val d'Europe;2017;307
247700438;CC Pays Créçois;2017;769
247700594;CA Marne et Gondoire;2017;960
247700644;CC l'Orée de la Brie;2017;531
247700701;CC Brie Nangissienne;2017;964
247800550;CC du Pays Houdanais (C.C.P.H.);2017;1230
247800584;CA Versailles Grand Parc (C.A.V.G.P.);2017;2786
247800618;CC Coeur d'Yvelines;2017;1365
247900798;CC du Thouarsais;2017;4533
248000499;CC du Val de Somme;2017;1346
248000531;CA Amiens Métropole;2017;3482
248000747;CC du Pays du Coquelicot;2017;2564
248100158;CC du Sor et de l'Agout;2017;2151
248100430;CA de Castres Mazamet;2017;3031
248100497;CC Val 81;2017;1435
248100737;CA de l'Albigeois (C2a);2017;4128
248100745;CC Haute Vallée du Thoré;2017;407
248200016;CC des Deux Rives;2017;2586
248200057;CC du Quercy Caussadais;2017;2830
248200065;CC de la Lomagne Tarn-et-Garonnaise;2017;1872
248200099;CA Grand Montauban;2017;5999
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;2017;1254
248300394;CA Sud Sainte-Baume;2017;2368
248300410;CC de la Vallée du Gapeau;2017;1189
248300493;CA Dracénoise;2017;6653
248300543;CA Toulon Provence Méditerranée;2017;10379
248300550;CC Coeur du Var;2017;3430
248400053;CA Ventoux-Comtat-Venaissin (Cove);2017;10272
248400160;CC Aygues-Ouvèze en Provence (Ccaop);2017;2239
248400236;CC des Pays de Rhône et Ouvèze;2017;5074
248400251;CA du Grand Avignon (Coga);2017;10749
248400285;CC Territoriale Sud-Luberon;2017;2511
248400293;CC des Sorgues du Comtat;2017;3977
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;2017;2483
248400335;CC Pays Vaison Ventoux (Copavo);2017;3169
248500191;CC de l'Ile de Noirmoutier;2017;1057
248500258;CC Océan Marais de Monts;2017;1254
248500340;CC Pays de Chantonnay;2017;2563
248500415;CC du Pays de la Châtaigneraie;2017;2826
248500464;CC du Pays de Pouzauges;2017;2867
248500530;CC du Pays des Achards;2017;1824
248500563;CC Vendée, Sèvre, Autise;2017;2158
248500589;CA La Roche-sur-Yon;2017;5852
248500621;CC du Pays des Herbiers;2017;2539
248500662;CC du Pays de Mortagne;2017;2264
248600413;CA du Pays Châtelleraudais;2017;4925
248600447;CC du Pays Loudunais;2017;4085
248700189;CC du Pays de Saint-Yrieix;2017;1780
248719262;CC Gartempe - Saint-Pardoux;2017;787
248719288;CC du Val de Vienne;2017;865
248719312;CA Limoges Métropole;2017;6172
248719338;CC Briance Combade;2017;886
248719353;CC des Portes de Vassivière;2017;889
248719361;CC de Noblat;2017;1430
248900334;CA du Grand Sénonais;2017;1882
248900383;CC de l'Agglomération Migennoise;2017;772
248900524;CC de l'Aillantais;2017;878
248900664;CC de la Vanne et du Pays d'Othe;2017;922
248900748;CC du Gâtinais en Bourgogne;2017;1057
248900896;CC Yonne Nord;2017;992
248900938;CC du Jovinien;2017;933
249000241;CC du Sud Territoire;2017;543
249100074;CC du Pays de Limours (Ccpl);2017;517
249100157;CC des Deux Vallées;2017;627
249100546;CC du Val d'Essonne (Ccve);2017;1043
249100553;CC Entre Juine et Renarde (Ccejr);2017;593
249100595;CC Le Dourdannais en Hurepoix (Ccdh);2017;589
249500109;CA de Cergy-Pontoise;2017;2026
249500430;CC Sausseron Impressionnistes;2017;497
249500455;CC de la Vallée de l'Oise et des Trois Forêts;2017;551
249500489;CC du Haut Val d'Oise;2017;409
249500513;CC du Vexin-Val de Seine;2017;629
